f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-26.864,54.557,-75.295,-0.269,0.546,-0.753,0.070,0.209,0.142,-0.260,0.383,-0.189,0.000,0.000,0.000,-0.274,0.547,-0.749,0.060,0.183,0.127,0.060,0.183,0.127,0.174,0.010,-0.020,2.008,1.791,1.651,NoTouching
-33.646,83.472,-33.851,-0.336,0.835,-0.339,0.058,0.078,0.172,-0.171,0.093,-0.509,0.000,0.000,1.000,-0.336,0.845,-0.356,0.041,0.061,0.138,0.041,0.061,0.138,0.283,-0.390,0.718,3.969,2.931,3.280,NoTouching
-32.405,82.237,-30.337,-0.318,0.806,-0.297,0.070,0.190,0.328,-0.219,0.236,-1.102,0.000,0.000,3.000,-0.337,0.861,-0.174,0.057,0.154,0.288,0.055,0.146,0.278,0.758,-0.829,-0.389,2.513,3.076,1.756,NoTouching
-25.396,80.163,51.491,-0.254,0.802,0.515,0.100,0.179,0.179,-0.395,0.224,0.347,0.000,0.000,0.000,-0.254,0.775,0.513,0.087,0.153,0.157,0.087,0.152,0.157,-0.059,0.134,0.220,1.869,2.193,1.984,NoTouching
-29.311,77.319,47.289,-0.293,0.773,0.473,0.071,0.187,0.259,-0.241,0.242,0.547,0.000,0.000,0.000,-0.277,0.765,0.471,0.064,0.160,0.235,0.064,0.159,0.235,0.006,0.247,0.051,1.563,1.957,1.556,NoTouching
-26.199,60.153,-47.926,-0.262,0.602,-0.479,0.132,0.305,0.465,-0.504,0.507,-0.969,0.000,2.000,2.000,-0.232,0.645,-0.471,0.119,0.267,0.416,0.119,0.264,0.416,-0.191,-0.237,0.216,1.576,1.822,1.619,NoTouching
-24.369,62.279,-72.515,-0.239,0.611,-0.711,0.086,0.235,0.191,-0.362,0.385,-0.268,0.000,0.000,0.000,-0.260,0.608,-0.722,0.073,0.198,0.153,0.071,0.198,0.152,0.638,0.532,0.124,2.274,2.529,2.293,NoTouching
-18.965,47.251,-83.882,-0.190,0.473,-0.839,0.066,0.218,0.116,-0.349,0.462,-0.138,2.000,0.000,0.000,-0.209,0.393,-0.863,0.053,0.149,0.091,0.049,0.132,0.088,1.030,2.240,0.422,3.672,8.424,3.873,NoTouching
-21.977,79.351,53.267,-0.220,0.794,0.533,0.094,0.098,0.145,-0.429,0.123,0.272,1.000,0.000,0.000,-0.254,0.779,0.555,0.074,0.081,0.108,0.067,0.080,0.106,1.304,0.504,-1.205,3.744,2.524,4.394,NoTouching
-29.769,85.539,36.040,-0.298,0.855,0.360,0.056,0.110,0.217,-0.188,0.128,0.602,0.000,0.000,0.000,-0.317,0.859,0.399,0.048,0.084,0.181,0.046,0.084,0.180,0.657,-0.300,0.094,2.070,2.554,1.920,NoTouching
148.422,140.621,-15.840,1.455,1.379,-0.155,0.604,1.101,0.885,0.415,0.799,-5.700,0.000,3.000,7.000,1.373,1.575,0.151,0.490,0.888,0.653,0.486,0.870,0.590,0.738,0.067,-1.855,2.974,3.819,7.611,NoTouching
138.961,102.692,117.673,1.362,1.007,1.154,0.524,2.056,0.763,0.384,2.042,0.661,2.000,2.000,2.000,1.570,1.418,1.040,0.401,1.531,0.595,0.371,1.438,0.584,-0.989,-0.532,0.714,3.348,3.039,2.964,NoTouching
142.177,123.270,106.547,1.380,1.197,1.034,0.459,1.847,0.731,0.332,1.543,0.707,0.000,2.000,5.000,1.404,1.561,1.082,0.350,1.297,0.622,0.349,1.221,0.621,-0.164,-0.594,-0.042,2.990,3.666,1.766,NoTouching
138.889,133.124,91.129,1.362,1.305,0.893,0.576,2.080,0.669,0.423,1.594,0.748,2.000,2.000,8.000,1.360,1.554,0.906,0.425,1.375,0.547,0.425,1.335,0.547,-0.488,0.143,0.246,3.594,5.326,2.245,NoTouching
150.680,117.040,92.861,1.477,1.147,0.910,0.543,2.018,0.697,0.368,1.759,0.766,2.000,2.000,4.000,1.474,1.375,0.929,0.412,1.361,0.558,0.412,1.329,0.558,-0.187,-0.217,0.113,3.540,4.359,2.495,NoTouching
136.212,100.075,120.934,1.335,0.981,1.186,0.519,1.962,0.780,0.389,2.000,0.658,0.000,2.000,2.000,1.295,1.314,1.092,0.415,1.344,0.611,0.414,1.303,0.605,-0.063,-0.450,0.294,2.493,4.037,2.736,NoTouching
141.525,125.282,72.867,1.506,1.333,0.775,0.520,2.151,0.763,0.346,1.614,0.984,0.000,2.000,6.000,1.583,1.715,0.767,0.403,1.509,0.570,0.399,1.455,0.570,-0.843,-0.735,1.007,3.516,3.770,3.835,NoTouching
119.953,123.527,118.279,1.176,1.211,1.160,0.469,2.052,0.698,0.399,1.694,0.602,0.000,2.000,2.000,1.248,1.458,1.164,0.376,1.396,0.545,0.371,1.355,0.545,-0.141,-0.737,0.221,2.832,3.717,2.529,NoTouching
111.372,120.323,94.827,1.081,1.168,0.921,0.458,1.872,0.731,0.423,1.602,0.793,0.000,2.000,3.000,1.106,1.443,0.984,0.375,1.306,0.588,0.375,1.238,0.584,0.009,-0.493,-0.076,2.324,3.624,2.379,NoTouching
145.707,115.120,119.957,1.428,1.129,1.176,0.677,1.936,0.802,0.474,1.715,0.682,0.000,2.000,4.000,1.406,1.437,1.075,0.528,1.395,0.640,0.525,1.318,0.632,0.309,-0.674,0.158,2.570,3.605,2.374,NoTouching
-25.080,4.469,-97.484,-0.246,0.044,-0.956,0.037,0.073,0.038,-0.152,1.667,-0.040,0.000,10.000,0.000,-0.249,0.051,-0.956,0.022,0.054,0.018,0.022,0.054,0.018,0.031,0.314,0.685,10.217,5.661,22.658,NoTouching
-17.295,16.209,-97.748,-0.170,0.159,-0.958,0.116,0.109,0.094,-0.683,0.685,-0.098,2.000,6.000,0.000,-0.177,0.177,-0.955,0.080,0.085,0.073,0.080,0.083,0.073,1.639,-0.720,-0.306,10.672,3.388,2.968,NoTouching
-17.642,15.169,-98.209,-0.173,0.149,-0.963,0.078,0.080,0.046,-0.449,0.538,-0.048,4.000,4.000,0.000,-0.190,0.154,-0.966,0.052,0.067,0.033,0.049,0.067,0.033,2.552,0.062,0.608,14.193,2.573,6.289,NoTouching
-20.306,18.466,-97.063,-0.199,0.181,-0.952,0.037,0.050,0.040,-0.187,0.279,-0.042,0.000,0.000,0.000,-0.206,0.185,-0.952,0.024,0.039,0.025,0.022,0.039,0.025,1.889,-0.388,-0.818,8.402,2.871,10.036,NoTouching
-17.136,15.056,-98.180,-0.168,0.148,-0.963,0.050,0.071,0.046,-0.295,0.482,-0.048,0.000,6.000,0.000,-0.182,0.169,-0.961,0.040,0.056,0.034,0.038,0.052,0.034,0.438,-1.091,0.173,2.971,3.449,4.077,NoTouching
-18.756,17.888,-97.482,-0.184,0.175,-0.956,0.031,0.052,0.036,-0.168,0.294,-0.038,0.000,2.000,0.000,-0.183,0.182,-0.954,0.023,0.040,0.026,0.023,0.039,0.026,0.747,-0.924,-0.770,4.313,4.189,6.882,NoTouching
-17.111,21.309,-97.076,-0.168,0.209,-0.952,0.039,0.063,0.048,-0.232,0.300,-0.050,0.000,2.000,0.000,-0.177,0.221,-0.950,0.029,0.043,0.032,0.027,0.042,0.032,1.009,-1.379,0.169,3.909,6.367,5.160,NoTouching
-16.742,18.802,-97.695,-0.164,0.184,-0.958,0.030,0.041,0.040,-0.183,0.220,-0.042,0.000,0.000,0.000,-0.169,0.181,-0.959,0.018,0.030,0.025,0.017,0.029,0.025,2.363,0.620,-0.652,12.112,5.185,12.798,NoTouching
-14.504,14.321,-98.442,-0.142,0.140,-0.965,0.052,0.102,0.055,-0.364,0.729,-0.057,4.000,4.000,0.000,-0.152,0.162,-0.964,0.041,0.071,0.043,0.040,0.068,0.043,1.067,-1.588,-0.182,3.947,6.246,2.941,NoTouching
-18.245,19.980,-97.192,-0.179,0.196,-0.953,0.021,0.032,0.023,-0.115,0.166,-0.024,0.000,0.000,0.000,-0.176,0.192,-0.952,0.016,0.027,0.016,0.016,0.027,0.016,-0.251,0.291,-0.599,3.780,2.299,5.108,NoTouching
-42.493,67.886,-49.892,-0.443,0.707,-0.520,0.078,0.124,0.177,-0.177,0.176,-0.340,0.000,0.000,0.000,-0.422,0.711,-0.561,0.059,0.084,0.136,0.058,0.084,0.130,-1.037,0.222,0.754,3.503,5.509,2.993,NoTouching
-36.874,89.132,-8.294,-0.369,0.891,-0.083,0.046,0.158,0.241,-0.125,0.177,-2.908,0.000,0.000,1.000,-0.365,0.899,-0.179,0.031,0.106,0.187,0.031,0.105,0.145,0.272,-0.141,1.518,4.787,5.627,4.223,NoTouching
-45.586,87.766,15.467,-0.456,0.878,0.155,0.145,0.144,0.103,-0.317,0.165,0.663,0.000,0.000,2.000,-0.522,0.838,0.151,0.124,0.114,0.076,0.108,0.108,0.076,0.874,0.855,0.883,2.076,2.902,3.582,NoTouching
-23.385,91.351,5.686,-0.234,0.914,0.057,0.150,0.107,0.344,-0.642,0.117,6.053,2.000,0.000,1.000,-0.312,0.912,-0.156,0.124,0.078,0.318,0.105,0.078,0.291,1.231,0.276,0.420,3.404,4.720,1.720,NoTouching
-41.970,72.772,-51.440,-0.420,0.728,-0.514,0.132,0.315,0.161,-0.314,0.433,-0.313,0.000,0.000,0.000,-0.476,0.655,-0.526,0.111,0.242,0.136,0.101,0.233,0.135,0.928,0.786,-0.030,2.601,3.392,2.151,NoTouching
-35.602,82.603,30.137,-0.356,0.826,0.301,0.086,0.239,0.226,-0.242,0.290,0.751,0.000,0.000,2.000,-0.348,0.859,0.287,0.074,0.204,0.175,0.074,0.202,0.174,0.135,-0.393,-0.459,1.997,2.489,3.226,NoTouching
-34.109,71.374,61.858,-0.341,0.714,0.619,0.071,0.173,0.119,-0.208,0.243,0.193,0.000,0.000,0.000,-0.344,0.765,0.628,0.057,0.154,0.097,0.056,0.150,0.097,0.597,-0.490,-0.413,2.969,1.958,2.866,NoTouching
-29.650,82.236,46.742,-0.297,0.822,0.467,0.108,0.197,0.069,-0.364,0.239,0.147,0.000,0.000,0.000,-0.297,0.866,0.476,0.093,0.160,0.053,0.093,0.158,0.053,-0.000,-0.868,-0.255,1.798,2.905,2.680,NoTouching
-22.796,56.994,-70.232,-0.228,0.570,-0.702,0.082,0.150,0.122,-0.359,0.263,-0.174,0.000,0.000,0.000,-0.237,0.594,-0.704,0.069,0.123,0.097,0.069,0.121,0.097,-0.073,-0.396,0.440,1.992,2.343,2.456,NoTouching
-35.752,71.724,-34.978,-0.358,0.717,-0.350,0.127,0.257,0.358,-0.355,0.358,-1.024,0.000,0.000,3.000,-0.363,0.775,-0.181,0.102,0.215,0.314,0.102,0.211,0.290,0.019,-0.616,-0.737,2.463,2.331,2.118,NoTouching
42.917,72.271,45.396,0.429,0.723,0.454,0.518,0.244,0.825,1.208,0.337,1.817,16.000,2.000,8.000,0.437,0.737,0.779,0.433,0.188,0.727,0.433,0.188,0.706,0.274,-0.547,-0.504,2.395,3.486,1.933,NoTouching
43.155,70.060,55.876,0.432,0.701,0.559,0.456,0.233,0.711,1.057,0.332,1.272,10.000,2.000,8.000,0.416,0.728,0.518,0.368,0.171,0.550,0.368,0.169,0.549,0.359,-0.271,-0.430,2.862,5.893,2.611,NoTouching
42.446,70.444,53.034,0.424,0.704,0.530,0.513,0.334,0.837,1.208,0.474,1.578,10.000,0.000,11.000,0.407,0.684,0.693,0.411,0.252,0.758,0.410,0.250,0.758,0.482,0.874,-0.187,2.920,3.926,1.640,NoTouching
37.665,74.414,18.376,0.377,0.744,0.184,0.398,0.502,0.878,1.057,0.675,4.779,6.000,6.000,7.000,0.439,0.731,-0.134,0.317,0.420,0.724,0.313,0.420,0.668,0.145,0.071,0.845,2.659,2.360,2.742,NoTouching
40.736,56.427,70.763,0.407,0.564,0.708,0.577,0.303,0.790,1.416,0.537,1.116,14.000,4.000,8.000,0.432,0.561,0.996,0.452,0.238,0.685,0.452,0.238,0.658,0.302,0.725,-0.491,2.759,4.492,2.023,NoTouching
39.953,67.025,7.714,0.400,0.670,0.077,0.431,0.614,0.775,1.079,0.916,10.047,10.000,6.000,6.000,0.419,0.643,-0.190,0.300,0.447,0.670,0.300,0.446,0.651,0.393,0.365,0.373,4.344,3.683,2.025,NoTouching
31.878,59.575,69.416,0.319,0.596,0.694,0.687,0.420,0.619,2.154,0.705,0.892,8.000,0.000,6.000,0.174,0.451,0.827,0.508,0.366,0.493,0.496,0.355,0.486,1.161,0.606,-0.212,4.956,2.105,3.217,NoTouching
48.788,30.573,-48.268,0.488,0.306,-0.483,0.367,0.796,0.505,0.753,2.603,-1.047,4.000,16.000,5.000,0.443,0.247,-0.613,0.303,0.640,0.424,0.300,0.638,0.406,0.517,0.486,0.599,2.420,2.643,2.286,NoTouching
45.436,61.867,68.854,0.454,0.619,0.689,0.450,0.177,0.560,0.990,0.286,0.813,9.000,0.000,11.000,0.435,0.617,0.799,0.389,0.145,0.479,0.388,0.145,0.474,0.126,-0.047,-0.051,2.173,2.547,2.086,NoTouching
40.941,64.071,-36.727,0.409,0.641,-0.367,0.388,0.871,0.634,0.948,1.359,-1.725,8.000,7.000,5.000,0.436,0.551,-0.457,0.313,0.659,0.508,0.313,0.649,0.499,-0.009,0.785,0.785,2.355,3.265,2.866,NoTouching
