f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,class
-73.713,3.761,-96.709,0.366,0.248,0.301,0.365,0.224,0.278,1.000,7.000,2.000,0.575,1.356,-0.588,1.901,4.048,2.405,Touching
-13.407,143.551,-6.014,0.114,0.220,0.282,0.114,0.216,0.278,14.000,0.000,9.000,-0.040,-0.830,-0.232,2.887,3.430,2.475,NoTouching
-22.413,93.586,111.503,0.076,0.166,0.203,0.075,0.166,0.196,5.000,0.000,0.000,0.415,-0.224,-0.300,2.588,2.352,2.110,NoTouching
-22.913,77.013,126.346,0.044,0.207,0.129,0.044,0.204,0.128,0.000,0.000,0.000,0.348,0.533,-0.723,2.691,2.199,2.547,NoTouching
-31.416,108.007,-46.892,0.078,0.269,0.493,0.078,0.259,0.492,2.000,0.000,3.000,0.693,0.353,0.369,3.960,1.750,2.058,NoTouching
-28.589,111.339,15.595,0.052,0.161,0.581,0.052,0.160,0.556,2.000,0.000,2.000,0.536,-0.132,-0.310,4.092,1.953,1.586,NoTouching
-30.274,121.255,-3.504,0.077,0.126,0.497,0.072,0.126,0.497,2.000,0.000,2.000,1.007,-0.392,-0.057,3.319,2.738,1.495,NoTouching
-35.232,103.738,92.695,0.046,0.173,0.225,0.046,0.171,0.215,0.000,0.000,2.000,0.590,-0.377,-0.850,2.624,2.415,2.723,NoTouching
-24.585,119.716,-67.666,0.041,0.135,0.272,0.041,0.132,0.260,2.000,0.000,1.000,0.475,0.241,0.714,5.344,2.628,2.233,NoTouching
-26.357,76.909,124.156,0.040,0.161,0.125,0.039,0.161,0.121,0.000,0.000,0.000,-0.311,0.231,-0.749,2.047,2.126,2.637,NoTouching
-20.302,81.422,125.357,0.015,0.103,0.065,0.015,0.103,0.064,0.000,0.000,0.000,0.882,-0.317,0.069,3.745,2.759,2.534,NoTouching
253.988,165.567,26.290,0.621,1.172,0.787,0.621,1.168,0.777,0.000,2.000,10.000,-0.061,-0.418,-0.046,2.396,3.970,1.898,NoTouching
143.710,96.794,-89.326,0.466,0.606,0.663,0.459,0.600,0.644,0.000,5.000,6.000,0.620,0.623,-0.810,2.871,3.316,2.604,NoTouching
155.168,119.327,-11.199,0.274,1.413,0.978,0.273,1.247,0.978,2.000,4.000,7.000,-0.745,-0.787,-1.189,3.979,2.621,4.818,NoTouching
190.359,162.325,81.733,0.411,1.514,0.454,0.411,1.476,0.449,0.000,4.000,8.000,0.062,-0.153,0.645,1.999,2.959,3.142,NoTouching
228.410,238.991,161.137,0.624,1.116,0.573,0.622,1.113,0.566,2.000,2.000,6.000,-0.143,-0.948,1.062,3.519,4.431,4.325,NoTouching
309.106,156.774,166.989,0.699,1.211,0.579,0.697,1.184,0.561,0.000,2.000,2.000,0.254,-1.348,0.631,3.040,4.787,2.371,NoTouching
307.217,169.091,184.189,0.607,1.265,0.517,0.604,1.262,0.514,2.000,2.000,2.000,-0.713,-0.792,0.139,3.452,4.599,2.830,NoTouching
268.318,196.080,170.970,0.491,1.174,0.554,0.491,1.171,0.544,0.000,2.000,5.000,-0.256,-0.755,0.574,2.974,4.757,2.986,NoTouching
275.147,211.991,101.354,0.645,1.259,0.517,0.645,1.255,0.515,0.000,2.000,8.000,0.255,-0.671,-0.875,2.502,3.726,5.140,NoTouching
113.427,47.084,-92.440,0.018,0.031,0.027,0.017,0.029,0.026,0.000,0.000,0.000,-0.557,1.035,1.821,4.085,4.894,7.711,NoTouching
109.302,48.461,-94.178,0.028,0.033,0.043,0.028,0.033,0.043,0.000,0.000,0.000,-0.258,-0.408,-0.416,3.092,3.781,4.444,NoTouching
101.053,50.023,-105.691,0.039,0.040,0.051,0.039,0.039,0.051,0.000,0.000,0.000,-0.047,0.215,-0.048,2.819,2.368,2.020,NoTouching
104.915,46.466,-101.638,0.019,0.030,0.033,0.018,0.029,0.032,0.000,0.000,0.000,0.986,-2.188,0.658,9.973,10.798,5.378,NoTouching
107.039,46.137,-100.005,0.019,0.025,0.035,0.018,0.025,0.035,0.000,0.000,0.000,0.700,-1.197,-0.022,3.990,5.776,2.937,NoTouching
100.417,49.913,-105.534,0.029,0.030,0.053,0.029,0.030,0.053,0.000,0.000,0.000,0.094,-0.543,0.239,5.071,2.912,4.796,NoTouching
98.318,47.255,-106.770,0.019,0.015,0.030,0.019,0.015,0.030,0.000,0.000,0.000,0.464,0.136,-0.340,3.441,3.650,4.099,NoTouching
97.406,46.227,-108.723,0.020,0.025,0.030,0.020,0.025,0.030,0.000,0.000,0.000,0.892,-0.015,0.161,7.349,4.541,3.452,NoTouching
99.684,46.655,-107.282,0.027,0.021,0.042,0.027,0.021,0.042,0.000,0.000,0.000,1.357,-0.275,0.899,6.324,5.312,5.728,NoTouching
99.873,47.143,-107.796,0.008,0.008,0.011,0.008,0.008,0.011,0.000,0.000,0.000,0.275,0.432,-0.320,4.817,5.015,3.241,NoTouching
-38.128,79.617,-118.730,0.148,0.129,0.100,0.140,0.124,0.100,2.000,2.000,0.000,-0.510,-1.328,0.489,3.326,4.383,3.160,NoTouching
-25.389,101.407,-109.416,0.062,0.059,0.077,0.059,0.058,0.076,1.000,0.000,0.000,2.681,-0.105,-0.387,13.424,3.443,2.229,NoTouching
-21.450,111.462,45.997,0.187,0.324,0.593,0.180,0.318,0.557,3.000,2.000,3.000,0.751,-0.509,-0.943,2.404,3.018,2.918,NoTouching
4.019,109.560,-99.580,0.172,0.073,0.070,0.164,0.072,0.068,3.000,0.000,0.000,0.109,-0.180,0.846,1.729,4.527,3.215,NoTouching
-41.307,120.020,-69.165,0.179,0.148,0.099,0.179,0.140,0.098,0.000,0.000,0.000,-0.314,-0.644,-0.145,1.509,3.078,4.034,NoTouching
-25.861,118.165,-84.975,0.126,0.113,0.071,0.122,0.112,0.067,2.000,0.000,0.000,-0.401,-0.445,1.538,1.631,3.353,4.715,NoTouching
-41.663,118.494,-31.683,0.177,0.147,0.344,0.169,0.143,0.326,0.000,0.000,3.000,-0.365,-1.110,0.516,1.464,4.964,1.726,NoTouching
-21.674,113.564,-85.513,0.124,0.177,0.289,0.114,0.174,0.268,4.000,0.000,1.000,-0.624,0.954,0.860,2.512,4.118,2.472,NoTouching
-28.191,123.789,-77.837,0.058,0.124,0.104,0.057,0.124,0.104,0.000,0.000,0.000,-0.354,0.059,-0.006,2.544,3.929,2.280,NoTouching
-11.071,134.333,-57.434,0.064,0.095,0.129,0.064,0.095,0.114,4.000,0.000,1.000,1.698,-0.683,1.495,9.396,5.516,5.630,NoTouching
68.792,105.605,65.249,0.424,0.317,0.714,0.423,0.316,0.706,16.000,6.000,10.000,0.332,-0.821,-0.256,2.519,4.923,1.779,NoTouching
72.988,114.508,50.279,0.385,0.340,0.631,0.385,0.337,0.626,11.000,6.000,12.000,0.117,0.334,0.190,2.637,4.020,1.981,NoTouching
85.418,19.693,-55.972,0.341,0.492,0.561,0.340,0.487,0.515,10.000,21.000,5.000,0.358,0.190,1.348,4.029,2.093,4.020,NoTouching
55.483,108.831,85.626,0.379,0.229,0.642,0.373,0.227,0.642,15.000,0.000,15.000,0.606,0.596,-0.073,2.920,3.113,2.040,NoTouching
49.634,88.237,110.315,0.405,0.163,0.565,0.404,0.163,0.555,22.000,2.000,13.000,0.954,-0.061,-0.309,4.001,3.042,2.042,NoTouching
58.048,105.570,45.061,0.338,0.322,0.654,0.338,0.322,0.634,17.000,2.000,11.000,0.555,-0.958,0.217,3.591,5.307,1.686,NoTouching
61.421,84.324,110.735,0.389,0.208,0.607,0.388,0.208,0.600,13.000,4.000,17.000,0.232,0.017,-0.294,2.083,2.864,1.953,NoTouching
60.353,123.562,67.671,0.243,0.180,0.354,0.240,0.174,0.353,8.000,0.000,6.000,0.652,-0.552,-0.021,4.170,3.531,4.377,NoTouching
54.662,76.233,111.771,0.461,0.205,0.681,0.459,0.204,0.676,18.000,6.000,12.000,0.501,-0.371,-0.270,2.612,2.876,1.843,NoTouching
55.575,112.395,27.000,0.384,0.418,0.650,0.379,0.416,0.649,10.000,6.000,13.000,0.537,0.107,0.183,3.022,3.723,2.152,NoTouching
-58.289,45.224,-108.274,0.357,0.177,0.246,0.333,0.152,0.239,1.000,4.000,0.000,0.405,1.169,-0.211,1.521,3.629,2.487,NearMiss
2.430,66.833,-99.224,0.450,0.383,0.153,0.413,0.368,0.148,1.000,1.000,0.000,-0.403,0.305,-0.344,1.578,1.882,1.909,NearMiss
16.844,61.978,-112.190,0.279,0.300,0.198,0.241,0.288,0.186,1.000,0.000,0.000,-0.699,0.654,1.312,2.647,1.987,3.750,NearMiss
-82.308,61.924,-79.950,0.299,0.212,0.330,0.275,0.210,0.325,3.000,4.000,2.000,1.036,0.668,-0.600,2.784,3.559,3.709,NearMiss
-57.426,29.383,-69.024,0.492,0.435,0.281,0.452,0.435,0.242,1.000,1.000,0.000,0.650,0.373,-0.781,1.784,1.679,2.036,NearMiss
-52.551,52.105,-30.446,0.513,0.233,0.565,0.499,0.226,0.532,1.000,2.000,1.000,0.316,0.690,-0.317,1.471,2.563,1.341,NearMiss
-85.410,43.921,-86.610,0.297,0.249,0.219,0.282,0.233,0.187,1.000,10.000,0.000,0.831,0.858,-0.785,2.119,2.646,1.905,NearMiss
-53.154,57.608,-98.161,0.366,0.230,0.329,0.358,0.222,0.321,1.000,4.000,0.000,0.077,0.298,-0.342,1.675,2.245,1.502,NearMiss
-35.434,37.468,-67.086,0.597,0.428,0.237,0.552,0.412,0.221,1.000,1.000,0.000,0.521,0.023,-0.642,1.533,1.584,2.003,NearMiss
-80.559,70.565,-38.852,0.375,0.105,0.404,0.320,0.104,0.322,1.000,0.000,8.000,1.042,0.750,-0.951,2.396,3.559,2.094,NearMiss
-75.182,46.071,-48.824,0.464,0.161,0.467,0.440,0.156,0.397,1.000,2.000,1.000,0.605,0.857,-0.725,1.676,3.146,1.762,NearMiss
-80.788,80.500,-58.704,0.338,0.165,0.300,0.308,0.156,0.283,3.000,0.000,6.000,0.973,1.079,-1.006,2.733,3.886,3.715,NearMiss
-72.795,15.302,-77.358,0.359,0.470,0.311,0.358,0.440,0.280,1.000,1.000,0.000,0.653,0.559,-0.649,1.886,1.782,2.046,NearMiss
-25.713,16.469,-115.172,0.348,0.426,0.203,0.329,0.414,0.197,1.000,1.000,0.000,0.312,-0.264,0.549,1.430,1.360,2.692,NearMiss
-46.870,37.156,-63.559,0.551,0.419,0.269,0.506,0.416,0.235,1.000,1.000,0.000,0.571,0.490,-0.685,1.653,2.067,1.862,NearMiss
-58.826,27.537,-96.408,0.415,0.330,0.274,0.387,0.325,0.252,1.000,1.000,0.000,0.485,-0.081,-0.494,1.470,1.664,1.589,NearMiss
-78.379,14.199,-82.075,0.427,0.289,0.312,0.395,0.265,0.290,1.000,1.000,0.000,0.849,0.860,-0.852,2.155,2.498,2.450,NearMiss
-82.251,73.184,-48.429,0.324,0.239,0.261,0.324,0.218,0.235,1.000,0.000,2.000,0.660,1.586,-1.021,2.405,4.661,2.885,NearMiss
-71.517,13.904,-101.149,0.367,0.246,0.230,0.336,0.226,0.200,1.000,1.000,0.000,0.921,0.977,-0.600,2.251,2.742,1.728,NearMiss
-84.502,63.210,-31.596,0.387,0.223,0.360,0.378,0.187,0.296,1.000,0.000,10.000,0.855,1.329,-1.020,2.312,3.435,2.395,NearMiss
-59.442,66.406,-58.998,0.474,0.154,0.395,0.437,0.154,0.335,1.000,0.000,6.000,0.713,0.614,-0.667,1.819,3.218,1.633,NearMiss
-59.532,64.105,-92.976,0.390,0.196,0.229,0.371,0.188,0.214,1.000,1.000,2.000,0.457,0.762,-0.501,1.683,2.635,2.669,NearMiss
-82.603,23.017,-87.852,0.334,0.294,0.313,0.324,0.292,0.288,1.000,4.000,0.000,0.720,0.342,-0.711,1.985,1.811,2.101,NearMiss
-85.797,9.666,-74.018,0.345,0.395,0.342,0.306,0.388,0.320,1.000,4.000,2.000,1.078,0.427,-0.973,2.912,2.101,2.805,NearMiss
-82.689,14.899,-64.391,0.382,0.393,0.259,0.321,0.373,0.207,1.000,1.000,0.000,1.315,0.626,-1.101,3.147,2.023,2.461,NearMiss
-45.653,77.046,-23.848,0.567,0.130,0.416,0.492,0.129,0.349,1.000,0.000,2.000,0.784,1.348,-0.809,1.855,5.329,1.899,NearMiss
-81.320,3.488,-80.050,0.375,0.271,0.352,0.356,0.270,0.335,1.000,3.000,2.000,0.975,0.330,-0.884,2.778,2.359,2.554,NearMiss
-73.430,19.435,-76.012,0.447,0.289,0.347,0.423,0.270,0.302,1.000,1.000,0.000,0.652,0.814,-0.655,1.768,2.404,1.735,NearMiss
-78.458,19.548,-83.371,0.409,0.226,0.320,0.397,0.192,0.271,1.000,1.000,0.000,0.707,1.429,-0.680,1.884,3.723,1.715,NearMiss
-48.660,58.909,10.725,0.356,0.198,0.669,0.331,0.186,0.605,1.000,0.000,1.000,0.672,1.366,-0.585,1.719,3.842,1.537,NearMiss
-41.537,11.905,-117.476,0.442,0.211,0.211,0.431,0.205,0.202,1.000,3.000,0.000,0.282,0.140,-0.450,1.362,1.886,1.906,NearMiss
-73.657,4.843,-103.268,0.368,0.159,0.291,0.352,0.159,0.274,1.000,3.000,0.000,0.499,0.128,-0.410,1.602,1.403,1.527,NearMiss
-87.976,5.494,-74.413,0.392,0.196,0.379,0.368,0.177,0.324,1.000,1.000,0.000,0.725,1.621,-0.637,1.848,4.569,1.544,NearMiss
-69.245,9.252,-107.874,0.339,0.257,0.231,0.331,0.257,0.220,1.000,1.000,0.000,0.471,0.342,-0.196,1.590,1.856,1.331,NearMiss
-62.627,4.822,-118.014,0.356,0.180,0.218,0.339,0.180,0.216,1.000,1.000,0.000,0.214,-0.008,0.039,1.291,1.513,1.565,NearMiss
-78.190,7.301,-104.638,0.268,0.272,0.201,0.235,0.272,0.170,1.000,3.000,0.000,0.972,0.096,-0.778,2.295,1.762,1.962,NearMiss
-86.695,7.091,-77.635,0.392,0.196,0.358,0.362,0.177,0.316,1.000,5.000,0.000,0.726,1.295,-0.580,1.861,3.793,1.533,NearMiss
-66.419,78.906,-27.903,0.423,0.148,0.412,0.381,0.148,0.352,1.000,0.000,3.000,0.920,0.517,-0.857,2.227,2.732,2.089,NearMiss
-79.465,6.471,-90.367,0.324,0.368,0.237,0.286,0.361,0.197,1.000,1.000,0.000,0.979,0.259,-0.812,2.361,1.457,1.855,NearMiss
1.959,64.286,-104.000,0.410,0.409,0.166,0.383,0.405,0.164,1.000,3.000,0.000,-0.300,0.192,-0.470,1.588,1.760,2.601,NearMiss
-29.988,74.817,-72.702,0.588,0.185,0.182,0.562,0.162,0.175,0.000,2.000,0.000,0.447,1.083,-0.533,1.507,3.679,2.279,Touching
-12.786,61.429,-61.722,0.578,0.330,0.221,0.565,0.330,0.218,1.000,8.000,0.000,0.078,0.850,-0.438,1.490,2.746,2.192,Touching
-17.380,92.772,-35.108,0.475,0.206,0.336,0.472,0.176,0.296,2.000,0.000,12.000,0.136,1.843,-0.781,1.774,5.396,2.108,Touching
-14.613,86.198,-45.093,0.482,0.252,0.290,0.448,0.222,0.284,1.000,0.000,3.000,0.455,1.190,-0.260,1.882,3.291,2.092,Touching
-29.602,87.661,-57.921,0.405,0.211,0.300,0.400,0.193,0.255,2.000,0.000,0.000,0.168,1.233,-0.777,1.698,3.417,1.860,Touching
-20.777,81.597,-36.344,0.566,0.237,0.336,0.547,0.209,0.303,1.000,0.000,9.000,0.284,1.323,-0.493,1.538,3.629,1.693,Touching
-8.987,76.815,-33.774,0.512,0.362,0.286,0.503,0.328,0.284,1.000,2.000,6.000,0.178,0.976,0.211,1.699,2.675,2.310,Touching
9.819,82.922,-48.204,0.514,0.471,0.302,0.506,0.460,0.299,2.000,6.000,4.000,0.165,0.520,-0.027,1.657,2.440,2.063,Touching
-46.711,78.140,-56.960,0.549,0.200,0.209,0.512,0.193,0.188,1.000,0.000,0.000,0.746,1.325,-0.942,2.012,4.378,2.585,Touching
-42.834,73.264,-43.952,0.593,0.282,0.231,0.580,0.247,0.220,1.000,0.000,2.000,0.548,1.083,-0.648,1.868,2.847,2.738,Touching
10.314,50.085,-63.601,0.600,0.411,0.197,0.590,0.407,0.194,2.000,6.000,2.000,0.126,0.664,-0.979,1.514,2.709,3.435,Touching
-8.645,103.509,-8.490,0.605,0.281,0.339,0.599,0.236,0.337,1.000,0.000,15.000,-0.101,1.323,1.101,1.858,3.383,5.164,Touching
14.280,71.756,-62.693,0.559,0.380,0.232,0.558,0.364,0.232,2.000,6.000,2.000,-0.177,0.306,-0.493,1.786,2.419,2.299,Touching
1.646,30.495,-69.059,0.580,0.573,0.154,0.550,0.564,0.152,1.000,5.000,0.000,0.341,0.115,-0.316,1.446,1.836,2.919,Touching
-21.063,95.295,-35.828,0.595,0.195,0.244,0.577,0.177,0.229,0.000,2.000,6.000,0.355,0.860,-0.314,1.524,3.366,1.937,Touching
27.205,94.443,-48.998,0.611,0.307,0.222,0.608,0.286,0.215,2.000,0.000,2.000,0.136,0.838,-0.380,1.884,2.527,2.113,Touching
-11.461,88.684,-20.308,0.532,0.309,0.282,0.521,0.257,0.269,2.000,0.000,12.000,0.228,1.535,-0.436,1.752,4.185,2.384,Touching
-34.631,59.772,-66.845,0.635,0.288,0.187,0.614,0.267,0.182,1.000,8.000,0.000,0.429,1.330,-0.746,1.566,3.764,2.767,Touching
-20.944,80.193,-54.324,0.630,0.276,0.172,0.612,0.225,0.171,1.000,0.000,2.000,0.317,1.312,0.240,1.385,3.171,2.364,Touching
8.695,101.613,-31.470,0.469,0.312,0.331,0.447,0.286,0.326,2.000,0.000,10.000,-0.034,0.998,-0.141,2.114,2.768,2.013,Touching
-23.755,94.199,-29.249,0.620,0.230,0.232,0.603,0.202,0.210,1.000,0.000,4.000,0.381,1.253,-0.572,1.467,3.296,2.092,Touching
-25.682,93.708,-25.020,0.609,0.224,0.293,0.599,0.195,0.254,0.000,0.000,15.000,0.306,1.427,-0.730,1.447,3.856,2.060,Touching
-40.911,38.408,-65.723,0.546,0.357,0.232,0.522,0.331,0.198,1.000,12.000,0.000,0.578,0.986,-1.047,1.835,2.949,2.966,Touching
-29.810,53.856,-80.432,0.604,0.334,0.182,0.599,0.317,0.182,1.000,4.000,2.000,0.339,0.953,-0.157,1.500,2.853,2.923,Touching
-20.832,90.027,-34.169,0.618,0.220,0.347,0.617,0.202,0.310,1.000,2.000,11.000,0.063,1.409,-0.664,1.554,4.678,1.999,Touching
-8.045,43.525,-64.464,0.561,0.466,0.236,0.528,0.458,0.234,1.000,5.000,4.000,0.321,-0.123,0.020,1.502,2.246,1.906,Touching
-27.235,49.325,-70.330,0.628,0.405,0.134,0.611,0.394,0.133,1.000,7.000,0.000,0.343,0.854,0.050,1.470,2.666,2.832,Touching
-22.620,35.594,-70.523,0.635,0.449,0.198,0.621,0.449,0.187,0.000,1.000,0.000,0.286,0.563,-0.799,1.366,2.085,2.647,Touching
-41.419,74.020,-32.497,0.638,0.294,0.261,0.620,0.266,0.234,1.000,2.000,13.000,0.479,1.505,-0.740,1.579,4.408,2.279,Touching
-35.906,90.266,-16.001,0.597,0.265,0.309,0.597,0.256,0.291,3.000,2.000,9.000,0.238,1.108,-0.737,1.666,3.478,2.200,Touching
-31.129,55.039,-69.632,0.615,0.349,0.162,0.579,0.339,0.162,1.000,8.000,0.000,0.451,0.787,0.001,1.575,2.200,2.174,Touching
-33.445,90.757,-40.318,0.595,0.296,0.180,0.575,0.241,0.179,1.000,0.000,4.000,0.382,1.330,-0.209,1.454,3.464,2.401,Touching
-33.770,86.418,-42.998,0.601,0.297,0.238,0.595,0.271,0.221,1.000,0.000,12.000,0.345,1.114,-0.854,1.537,2.993,2.527,Touching
-41.503,63.097,-58.987,0.581,0.341,0.216,0.568,0.317,0.214,1.000,6.000,2.000,0.542,1.048,0.358,1.747,3.093,2.523,Touching
-49.676,69.254,-65.555,0.514,0.256,0.303,0.497,0.242,0.290,1.000,2.000,4.000,0.557,0.543,-0.501,1.720,2.865,2.269,Touching
-14.891,97.429,-31.645,0.481,0.255,0.287,0.471,0.233,0.260,2.000,0.000,10.000,0.221,1.149,-0.772,1.786,2.989,2.200,Touching
13.268,89.071,-53.537,0.608,0.292,0.240,0.606,0.259,0.227,1.000,0.000,4.000,-0.196,1.276,0.861,1.371,3.741,2.692,Touching
-6.831,107.801,-35.431,0.473,0.240,0.322,0.450,0.221,0.299,2.000,0.000,10.000,0.114,1.002,-0.655,1.863,3.040,2.028,Touching
-10.853,39.860,-72.916,0.542,0.390,0.219,0.540,0.384,0.218,2.000,4.000,0.000,0.168,0.894,-0.501,1.608,2.682,2.254,Touching
11.544,79.491,-67.974,0.521,0.409,0.234,0.517,0.390,0.234,2.000,10.000,0.000,0.037,0.460,-0.470,1.615,1.995,2.290,Touching
-33.181,72.707,-49.363,0.626,0.280,0.233,0.582,0.233,0.216,1.000,2.000,3.000,0.536,1.748,-0.879,1.633,5.113,3.247,Touching
-28.651,94.924,-29.642,0.539,0.257,0.354,0.523,0.256,0.318,1.000,0.000,13.000,0.526,1.045,-0.808,1.862,3.622,2.330,Touching
-6.639,83.447,-43.210,0.563,0.333,0.311,0.524,0.302,0.290,2.000,0.000,4.000,0.392,0.892,-0.673,1.728,2.360,2.442,Touching
-18.322,93.745,-62.752,0.482,0.214,0.246,0.458,0.199,0.236,1.000,0.000,4.000,0.305,1.051,-0.175,1.635,2.969,1.942,Touching
-26.146,10.544,-67.224,0.541,0.548,0.234,0.513,0.520,0.232,1.000,1.000,0.000,0.501,0.898,-0.652,1.650,2.690,2.640,Touching
-41.707,71.162,-64.877,0.551,0.244,0.195,0.521,0.200,0.194,1.000,0.000,2.000,0.706,1.515,0.126,1.845,3.898,2.369,Touching
-33.050,74.910,-59.086,0.569,0.233,0.313,0.546,0.206,0.282,1.000,0.000,4.000,0.485,1.254,-0.790,1.584,3.406,2.299,Touching
-36.860,77.181,-53.560,0.580,0.248,0.287,0.576,0.226,0.261,0.000,2.000,6.000,0.288,0.796,-0.769,1.499,2.445,2.162,Touching
-33.738,94.882,-38.601,0.562,0.218,0.318,0.562,0.184,0.275,1.000,0.000,10.000,0.302,1.420,-0.735,1.503,3.826,1.894,Touching
-48.098,92.612,-29.454,0.534,0.212,0.299,0.522,0.200,0.262,1.000,0.000,11.000,0.606,1.203,-0.909,1.844,3.841,2.412,Touching
-47.342,86.951,-35.404,0.507,0.192,0.367,0.497,0.176,0.325,1.000,2.000,11.000,0.596,0.001,-0.776,1.914,4.535,2.038,Touching
-48.126,87.656,-16.806,0.553,0.236,0.363,0.551,0.236,0.332,1.000,0.000,3.000,0.347,0.499,-0.640,1.717,2.599,1.980,Touching
-44.168,10.092,-86.542,0.395,0.534,0.169,0.383,0.523,0.169,1.000,3.000,2.000,0.660,0.269,0.050,2.412,1.596,3.414,Touching
-43.224,35.077,-71.934,0.578,0.451,0.208,0.567,0.425,0.193,1.000,1.000,0.000,0.437,0.814,-0.902,1.564,2.470,2.713,Touching
-18.840,10.019,-79.320,0.517,0.588,0.258,0.496,0.588,0.249,1.000,1.000,0.000,0.399,0.213,-0.761,1.448,1.621,2.438,Touching
-43.316,49.314,-58.390,0.462,0.341,0.313,0.442,0.341,0.312,1.000,10.000,3.000,0.559,0.882,-0.122,2.215,3.011,2.283,Touching
-37.578,91.954,-30.892,0.490,0.207,0.311,0.484,0.188,0.272,1.000,0.000,10.000,0.468,1.263,-0.867,1.971,3.624,2.158,Touching
-45.212,64.010,-56.298,0.569,0.281,0.309,0.542,0.279,0.295,3.000,4.000,10.000,0.440,0.870,-0.527,1.757,3.044,1.932,Touching
-2.668,73.445,-70.427,0.516,0.400,0.237,0.510,0.396,0.237,2.000,10.000,4.000,0.018,0.170,-0.014,1.760,2.016,2.000,Touching
-40.528,69.425,-49.113,0.614,0.238,0.241,0.592,0.194,0.223,1.000,0.000,2.000,0.537,1.676,-0.433,1.648,4.592,2.380,Touching
-2.920,94.326,-37.696,0.513,0.384,0.264,0.509,0.342,0.248,2.000,0.000,8.000,0.071,1.007,-0.364,1.593,2.700,2.268,Touching
-30.309,41.237,-64.237,0.453,0.578,0.314,0.443,0.568,0.308,1.000,5.000,6.000,0.443,0.076,0.279,1.940,2.344,1.692,Touching
-14.982,99.324,-67.217,0.428,0.306,0.263,0.423,0.293,0.255,2.000,0.000,4.000,0.143,0.505,-0.385,1.746,2.066,2.628,Touching
3.832,66.881,-71.124,0.527,0.542,0.247,0.523,0.536,0.243,2.000,6.000,2.000,0.029,0.495,-0.601,1.719,1.992,2.760,Touching
-52.229,89.709,-33.521,0.404,0.208,0.276,0.399,0.200,0.254,2.000,0.000,16.000,0.664,0.846,-1.046,2.531,3.021,2.806,Touching
-33.229,90.133,-40.347,0.435,0.237,0.320,0.426,0.222,0.278,2.000,0.000,4.000,0.378,0.918,-0.867,1.992,2.955,2.388,Touching
-47.480,86.437,-41.492,0.528,0.189,0.329,0.526,0.181,0.305,1.000,0.000,11.000,0.428,1.148,-0.701,1.928,3.728,2.146,Touching
-9.220,89.151,-60.508,0.461,0.255,0.248,0.454,0.241,0.233,2.000,2.000,0.000,0.216,0.413,-0.522,1.613,2.122,1.759,Touching
-48.586,14.367,-76.182,0.552,0.440,0.252,0.526,0.402,0.221,1.000,1.000,0.000,0.659,0.922,-0.861,1.814,2.551,2.694,Touching
-52.502,78.839,-51.845,0.519,0.232,0.230,0.493,0.186,0.219,1.000,0.000,2.000,0.725,1.599,-0.627,1.927,4.286,2.464,Touching
-32.551,63.432,-55.918,0.430,0.473,0.298,0.415,0.463,0.291,2.000,6.000,4.000,0.281,0.373,-0.502,2.084,1.996,2.289,Touching
-53.865,32.307,-67.548,0.519,0.443,0.263,0.502,0.428,0.237,1.000,7.000,0.000,0.655,0.748,-1.017,1.881,2.923,3.086,Touching
